0.01 0.010101
0.02 0.0204082
0.03 0.0309278
0.04 0.0416667
0.05 0.0526316
0.06 0.0638298
0.07 0.0752688
0.08 0.0869565
0.09 0.0989011
0.1 0.111111
0.11 0.123596
0.12 0.136364
0.13 0.149425
0.14 0.162791
0.15 0.176471
0.16 0.190476
0.17 0.204819
0.18 0.219512
0.19 0.234568
0.2 0.25
0.21 0.265823
0.22 0.282051
0.23 0.298701
0.24 0.315789
0.25 0.333333
0.26 0.351351
0.27 0.369863
0.28 0.388889
0.29 0.408451
0.3 0.428571
0.31 0.449275
0.32 0.470588
0.33 0.492537
0.34 0.515152
0.35 0.538462
0.36 0.5625
0.37 0.587302
0.38 0.612903
0.39 0.639344
0.4 0.666667
0.41 0.694915
0.42 0.724138
0.43 0.754386
0.44 0.785714
0.45 0.818182
0.46 0.851852
0.47 0.886792
0.48 0.923077
0.49 0.960784
0.5 1
0.51 1.04082
0.52 1.08333
0.53 1.12766
0.54 1.17391
0.55 1.22222
0.56 1.27273
0.57 1.32558
0.58 1.38095
0.59 1.43902
0.6 1.5
0.61 1.5641
0.62 1.63158
0.63 1.7027
0.64 1.77778
0.65 1.85714
0.66 1.94118
0.67 2.0303
0.68 2.125
0.69 2.22581
0.7 2.33333
0.71 2.44828
0.72 2.57143
0.73 2.7037
0.74 2.84615
0.75 3
0.76 3.16667
0.77 3.34783
0.78 3.54545
0.79 3.7619
0.8 4
0.81 4.26316
0.82 4.55556
0.83 4.88235
0.84 5.25
0.85 5.66667
0.86 6.14286
0.87 6.69231
0.88 7.33333
0.89 8.09091
0.9 9
0.91 10.1111
0.92 11.5
0.93 13.2857
0.94 15.6667
0.95 19
0.96 24
0.97 32.3333
0.98 49
0.99 99
